Sales_ID,name,year,selling_price,km_driven,City,fuel,transmission,owner,mileage,engine,max_power,torque,seats,sold
3452,Maruti,2015,650000,100000,Olney,Diesel,Manual,First_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,N
3453,Ford,2015,459999,32000,Olney,Diesel,Manual,Second_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,N
3454,Nissan,2012,290000,112072,Odenton,Diesel,Manual,First_Owner,21.64,1461,84.8,200Nm@ 2000rpm,5,N
3455,Ford,2014,400000,30000,Owings Mills,Diesel,Manual,First_Owner,20,1399,68.05,160Nm@ 2000rpm,5,N
3456,Maruti,2016,565000,70000,Owings Mills,Diesel,Manual,Second_Owner,25.2,1248,74,190Nm@ 2000rpm,5,N
3458,Chevrolet,2009,150000,80000,Olney,Petrol,Manual,Second_Owner,18,995,62,90.3Nm@ 4200rpm,5,N
3459,BMW,2007,480000,110000,Odenton,Diesel,Automatic,Fourth_Above_Owner,16.07,1995,181,380Nm@ 1750-3000rpm,5,N
3460,Maruti,2007,70000,80000,Olney,Petrol,Manual,Second_Owner,18.2,1061,64,84Nm@ 3500rpm,5,N
3461,Maruti,2007,70000,80000,Owings Mills,Petrol,Manual,Second_Owner,18.2,1061,64,84Nm@ 3500rpm,5,N
3462,Mercedes,2011,1190000,80000,Olney,Petrol,Automatic,Second_Owner,10.93,2497,204,245Nm@ 5000rpm,5,N
3464,Ford,2018,900000,19000,Gulfport,Diesel,Manual,First_Owner,23,1498,98.96,205Nm@ 1750-3250rpm,5,N
3465,Hyundai,2015,600000,40000,Clinton,Diesel,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3466,Mahindra,2015,1100000,52269,Gulfport,Diesel,Manual,First_Owner,15.4,2179,120,280Nm@ 1800-2800rpm,7,N
3467,Maruti,2010,120000,170000,Biloxi,LPG,Manual,Second_Owner,10.9,796,32.8,57Nm@ 2500rpm,5,N
3470,Hyundai,2009,229999,60000,Clinton,Petrol,Manual,Third_Owner,18.5,1197,80,"11.4 kgm at 4,000 rpm",5,N
3471,Honda,2017,570000,15780,Greenville,Petrol,Manual,First_Owner,17.8,1198,86.7,109Nm@ 4500rpm,5,N
3472,Hyundai,2014,575000,106000,Gulfport,Diesel,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3473,Volkswagen,2012,280000,80000,Woodbury,Diesel,Manual,Third_Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,N
3474,Hyundai,2015,580000,74000,Biloxi,Diesel,Manual,Second_Owner,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5,N
3475,Maruti,2018,875000,35000,Biloxi,Diesel,Manual,Second_Owner,25.47,1248,88.5,200Nm@ 1750rpm,7,N
3476,Hyundai,2013,500000,70000,Greenville,Diesel,Manual,Third_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3477,Maruti,2015,700000,60000,Clinton,Diesel,Manual,First_Owner,26.21,1248,88.5,200Nm@ 1750rpm,5,N
3478,Ford,2016,388000,50000,Woodbury,Petrol,Manual,Second_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,N
3479,Hyundai,2011,225000,80000,Woodbury,Petrol,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,N
3480,Tata,2011,90000,90000,Greenville,Petrol,Manual,Second_Owner,15.64,1193,64.08,100Nm@ 2700rpm,5,N
3481,Renault,2014,600000,114000,Biloxi,Diesel,Manual,First_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,N
3482,Hyundai,2009,235000,100000,Clinton,Petrol,Manual,First_Owner,18.5,1197,80,"11.4 kgm at 4,000 rpm",5,N
3483,Hyundai,2011,350000,100000,Gulfport,Diesel,Manual,Second_Owner,23,1396,90,22.4 kgm at 1750-2750rpm,5,N
3484,Hyundai,2011,235000,80000,Gulfport,Petrol,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,N
3485,Maruti,2010,190000,35000,Woodbury,Petrol,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
3486,Tata,2011,325000,79000,Greenville,Diesel,Manual,First_Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,N
3487,Hyundai,2007,550000,2360457,Clinton,Petrol,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N
3488,Volkswagen,2011,300000,120000,Greenville,Diesel,Manual,Third_Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,N
3489,Tata,2017,550000,10000,Greenville,Petrol,Manual,First_Owner,20.3,1199,84,114Nm@ 3500rpm,5,N
3490,Mahindra,2013,720000,150000,Clinton,Diesel,Manual,Second_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
3491,Nissan,2011,110000,110000,Ponca City,Petrol,Manual,First_Owner,18.06,1198,75,104Nm@ 4000rpm,5,N
3492,Maruti,2018,310000,10000,Ponca City,Petrol,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N
3493,Maruti,2010,150000,70000,Ponca City,LPG,Manual,Second_Owner,26.2,998,58.2,77Nm@ 3500rpm,5,N
3494,Tata,2012,260000,46000,Ponca City,Diesel,Manual,First_Owner,19.4,1405,70,135.4Nm@ 2500rpm,5,N
3495,Hyundai,2002,55000,120000,Owasso,Petrol,Manual,Fourth_Above_Owner,13.2,1495,94,"12.5@ 3,500(kgm@ rpm)",5,N
3496,Maruti,2013,450000,108800,Owasso,Diesel,Manual,Third_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
3497,Hyundai,2009,199000,70000,Owasso,Petrol,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,N
3498,Mahindra,2018,1000000,35000,Owasso,Diesel,Manual,First_Owner,15.4,2523,75,200Nm@ 1400-2200rpm,7,N
3499,Ford,2011,240000,72000,Owasso,Diesel,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,N
3500,Renault,2018,350000,40000,Owasso,Petrol,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
3501,Mahindra,2014,530000,120000,Depew,Diesel,Manual,Third_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3502,Chevrolet,2011,150000,35000,Columbia,Petrol,Manual,First_Owner,18,995,62,90.3Nm@ 4200rpm,5,N
3503,Hyundai,2019,625000,12500,Depew,Petrol,Manual,First_Owner,18.6,1197,81.86,117nm@ 4000rpm,5,N
3504,Hyundai,2014,378000,80000,Covington,Petrol,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,N
3505,Renault,2015,210000,210000,Covington,Petrol,Manual,Second_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
3506,Maruti,2018,700000,100000,Covington,Diesel,Manual,Second_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N
3507,Hyundai,2011,156000,110000,Covington,Petrol,Manual,Second_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,N
3508,Mahindra,2016,700000,103000,Depew,Diesel,Manual,First_Owner,16.5,1493,70,195Nm@ 1400-2200rpm,7,N
3509,Maruti,2010,194000,577414,Columbia,Petrol,Manual,Second_Owner,18.9,1061,67,84Nm@ 3500rpm,5,N
3510,Maruti,2006,120000,100000,Columbia,Petrol,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
3511,Honda,2015,415000,45000,Depew,Petrol,Automatic,First_Owner,15.5,1198,86.7,109Nm@ 4500rpm,5,N
3512,Honda,2015,450000,45000,Covington,Petrol,Automatic,First_Owner,15.5,1198,86.7,109Nm@ 4500rpm,5,N
3513,Honda,2014,325000,40000,Newark,Petrol,Manual,Third_Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,N
3514,Mahindra,2014,525000,200000,Newark,Diesel,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,N
3515,Hyundai,2017,265000,100000,Wilmington,Petrol,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3516,Maruti,2008,100000,120000,Wilmington,Petrol,Manual,Second_Owner,19.7,796,35,6.1kgm@ 3000rpm,8,N
3517,Jaguar,2017,2711000,9000,Newark,Diesel,Automatic,First_Owner,13.6,1999,177,430Nm@ 1750-2500rpm,5,N
3518,Lexus,2019,5150000,20000,Wilmington,Petrol,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,N
3519,Jaguar,2017,3200000,45000,Wilmington,Diesel,Automatic,First_Owner,19.33,1999,177,430Nm@ 1750-2500rpm,5,N
3520,Tata,2015,503000,110000,Altamonte Springs,Diesel,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,N
3521,Volvo,2019,3800000,20000,Vancouver,Diesel,Automatic,First_Owner,18,1969,190,400Nm,5,N
3522,Toyota,2016,2000000,68089,Vancouver,Petrol,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,N
3523,Maruti,2013,225000,58343,Vancouver,Petrol,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,N
3524,Maruti,2018,740000,38817,Vancouver,Diesel,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,N
3525,Honda,2016,550000,56494,Vancouver,Petrol,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,N
3526,Toyota,2013,750000,79328,Cheyenne,Diesel,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,N
3527,Maruti,2019,650000,5621,Charleston,Petrol,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3528,Toyota,2017,625000,25538,Charleston,Petrol,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,N
3529,Maruti,2018,600000,69779,Charleston,Petrol,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
3530,Hyundai,2017,450000,56290,Charleston,Diesel,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,N
3531,BMW,2019,5400000,7500,Cheyenne,Diesel,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,N
3532,BMW,2019,5500000,8500,Des Plaines,Diesel,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,N
3533,Honda,2019,779000,7032,Danville,Petrol,Automatic,First_Owner,19,1199,88.76,110Nm@ 4800rpm,5,N
3534,Skoda,2016,645000,11000,Danville,Petrol,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,N
3535,Volvo,2018,2475000,2000,Danville,Diesel,Automatic,First_Owner,16.8,1984,150,350Nm@ 1500-2750rpm,5,N
3536,Tata,2015,400000,100000,Fairmont,Diesel,Manual,First_Owner,23,1248,88.7,200Nm@ 1750-3000rpm,5,N
3537,Hyundai,2013,345000,40000,Decatur,Diesel,Manual,First_Owner,21.9,1396,88.8,219.7Nm@ 1500-2750rpm,5,N
3538,Mahindra,2018,850000,15000,Decatur,Diesel,Manual,Second_Owner,16.55,2498,105,247Nm@ 1800-2000rpm,6,N
3539,Maruti,2018,620000,15000,Fairmont,Petrol,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N
3540,Maruti,2018,700000,10000,Fairmont,Petrol,Manual,Second_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
3541,Tata,2012,200000,90000,Crystal Lake,Diesel,Manual,First_Owner,22.3,1248,74,190Nm@ 1750-3000rpm,5,N
3542,Mahindra,2017,660000,80000,Crystal Lake,Diesel,Manual,First_Owner,16.5,1493,70,195Nm@ 1400-2200rpm,7,N
3543,Mitsubishi,2015,1700000,39000,Crystal Lake,Diesel,Manual,First_Owner,13.5,2477,175.56,400Nm@ 2000-2500rpm,7,N
3544,Tata,2009,90000,60000,Crystal Lake,Diesel,Manual,Second_Owner,17.88,1396,52.8,85Nm@ 2500rpm,5,N
3545,Mahindra,2015,1050000,28000,Danville,Diesel,Manual,Second_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
3546,Ford,2010,160000,90000,Danville,Petrol,Manual,Second_Owner,15.6,1196,70,102Nm@ 4000rpm,5,N
3547,Honda,2006,150000,80000,Decatur,Petrol,Manual,Third_Owner,13.5,1799,130,172Nm@ 4300rpm,5,N
3548,Maruti,2010,200000,35000,Fairmont,Petrol,Manual,First_Owner,19,998,67.1,90Nm@ 3500rpm,5,N
3549,Toyota,2011,365000,185000,Fairmont,Diesel,Manual,Second_Owner,21.43,1364,87.2,205Nm@ 1800-2800rpm,5,N
3550,Fiat,2009,140000,110000,Fairmont,Petrol,Manual,Second_Owner,15.7,1172,67,96Nm@ 2500rpm,5,N
3551,Fiat,2016,360000,100000,Danville,Diesel,Manual,First_Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,N
3552,Honda,2008,200000,110000,Crystal Lake,Petrol,Manual,Second_Owner,17.7,1497,78,"12.7@ 2,700(kgm@ rpm)",5,N
3553,Skoda,2010,250000,100000,Crystal Lake,Diesel,Manual,Second_Owner,17.5,1896,106,"25.5@ 1,900(kgm@ rpm)",5,N
3554,Skoda,2008,229999,110000,Fairmont,Diesel,Manual,Second_Owner,17.5,1896,106,"25.5@ 1,900(kgm@ rpm)",5,N
3555,Ford,2011,320000,130000,Crystal Lake,Diesel,Manual,Second_Owner,17.8,1399,68,"16.3@ 2,000(kgm@ rpm)",5,N
3557,Hyundai,2018,1200000,27000,Des Plaines,Petrol,Manual,First_Owner,15.8,1591,121.3,151Nm@ 4850rpm,5,N
3558,Maruti,2018,740000,9000,Des Plaines,Petrol,Automatic,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
3559,Hyundai,2013,345000,40000,Pittsburgh,Diesel,Manual,First_Owner,21.9,1396,88.8,219.7Nm@ 1500-2750rpm,5,N
3560,Maruti,2019,570000,19000,Sioux City,Petrol,Automatic,Second_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N
3561,Maruti,2019,490000,10000,Pittsburgh,Petrol,Manual,First_Owner,20.52,1197,81.8,113Nm@ 4200rpm,5,N
3562,Tata,2013,250000,100000,Marshalltown,Diesel,Manual,First_Owner,23.57,1396,70,140Nm@ 1800-3000rpm,5,N
3563,Maruti,2017,430000,20000,Marshalltown,Petrol,Automatic,First_Owner,20.51,998,67,90Nm@ 3500rpm,5,N
3564,Hyundai,2014,225000,35000,Mason City,Petrol,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3565,Mahindra,2018,850000,15000,Mason City,Diesel,Manual,Second_Owner,16.55,2498,105,247Nm@ 1800-2000rpm,6,N
3566,Maruti,2018,620000,15000,Mason City,Petrol,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N
3567,Hyundai,2014,440000,70000,Marshalltown,Diesel,Manual,Second_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3568,Maruti,2016,800000,70000,Marshalltown,Diesel,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
3569,Maruti,2018,700000,10000,Sioux City,Petrol,Manual,Second_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
3570,Maruti,2016,600000,47000,Pittsburgh,Diesel,Manual,First_Owner,25.2,1248,74,190Nm@ 2000rpm,5,N
3571,Tata,2012,200000,90000,Marshalltown,Diesel,Manual,First_Owner,22.3,1248,74,190Nm@ 1750-3000rpm,5,N
3572,Mahindra,2017,660000,80000,Sioux City,Diesel,Manual,First_Owner,16.5,1493,70,195Nm@ 1400-2200rpm,7,N
3573,Mitsubishi,2015,1700000,39000,Sioux City,Diesel,Manual,First_Owner,13.5,2477,175.56,400Nm@ 2000-2500rpm,7,N
3574,Hyundai,2015,450000,53000,Marshalltown,Diesel,Manual,First_Owner,24,1120,70,160Nm@ 1500-2750rpm,5,N
3575,Maruti,2013,420000,105000,Pittsburgh,Diesel,Manual,Second_Owner,23.4,1248,74,190Nm@ 2000rpm,5,N
3576,Toyota,2011,500000,121941,Mason City,Diesel,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,N
3577,Tata,2016,350000,15000,Pittsburgh,Petrol,Manual,First_Owner,23.84,1199,84,114Nm@ 3500rpm,5,N
3578,Mahindra,2014,280000,100000,Mason City,Diesel,Manual,First_Owner,14,2489,95,220Nm at 1400-2600 rpm,8,N
3579,Renault,2013,425000,152186,Pittsburgh,Diesel,Manual,Second_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
3580,Hyundai,2013,295000,82246,Pittsburgh,Petrol,Manual,First_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,N
3581,Maruti,2016,540000,20000,Mason City,Petrol,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,N
3582,Maruti,2017,754000,40000,Fairfax,Diesel,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,N
3583,Toyota,2011,650000,89580,Durango,Diesel,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,N
3584,Toyota,2011,550000,250000,Durango,Diesel,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,N
3585,Toyota,2011,550000,250000,Durango,Diesel,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,N
3586,Ford,2019,675000,2789,Durango,Petrol,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,N
3587,Ford,2018,700000,35278,Hawthorne,Diesel,Manual,First_Owner,23.8,1499,98.97,215nm@ 1750-2500rpm,5,N
3588,Ford,2018,795000,2860,Durango,Diesel,Manual,First_Owner,23.8,1499,98.97,215nm@ 1750-2500rpm,5,N
3589,Toyota,2010,515000,200000,Durango,Diesel,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,N
3590,Mahindra,2018,450000,20000,Fairfax,Petrol,Manual,First_Owner,18.15,1198,82,115Nm@ 3500-3600rpm,6,N
3591,Hyundai,2008,155000,60000,Fairfax,Petrol,Manual,Third_Owner,15,1086,66.6,"10.4@ 3,200(kgm@ rpm)",5,N
3592,Toyota,2011,350000,100000,Durango,Diesel,Manual,Second_Owner,23.59,1364,67.1,170Nm@ 1800-2400rpm,5,N
3593,Ford,2011,250000,78562,Durango,Diesel,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,N
3594,Hyundai,2011,450000,96000,Columbia,Diesel,Manual,Fourth_Above_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3595,Hyundai,2011,450000,96000,Columbia,Diesel,Manual,Fourth_Above_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3596,Maruti,2003,55599,36088,Columbia,Petrol,Manual,First_Owner,16.1,796,37,59Nm@ 2500rpm,4,N
3597,Hyundai,2014,420000,50000,Columbia,Diesel,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3599,Maruti,2018,750000,40000,Randallstown,Diesel,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,N
3600,Datsun,2020,450000,10000,Reisterstown,Petrol,Manual,First_Owner,19.02,1198,67.05,104Nm@ 4000rpm,5,N
3601,Maruti,2008,175000,60000,Reisterstown,Diesel,Manual,Second_Owner,17.8,1248,75,190Nm@ 2000rpm,5,N
3602,Hyundai,2019,650000,10000,Sudbury,Petrol,Manual,First_Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,N
3603,Maruti,2018,1050000,10000,Huntington Beach,Diesel,Manual,First_Owner,25.47,1248,88.5,200Nm@ 1750rpm,7,N
3604,Hyundai,2011,375000,35000,Huntington Beach,Diesel,Manual,Second_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3605,Hyundai,2014,1100000,80000,Huntington Beach,Diesel,Manual,First_Owner,14.74,2199,194.3,420.7Nm@ 1800-2500rpm,7,N
3606,Mahindra,2019,1550000,28000,Elmwood Park,Diesel,Manual,First_Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7,N
3607,Ford,2017,620000,35000,South Orange,Diesel,Manual,First_Owner,24.29,1498,99,215Nm@ 1750-3000rpm,5,N
3608,Jeep,2017,1511000,32000,Nashua,Diesel,Manual,First_Owner,16.3,1956,170,350Nm@ 1750-2500rpm,5,N
3609,Maruti,2003,135000,40000,Immokalee,Petrol,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N
3610,Hyundai,2011,375000,35000,Cranston,Diesel,Manual,Second_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,N
3611,Renault,2019,320000,10000,New Britain,Petrol,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
3612,Mahindra,2019,1650000,25000,Inglewood,Diesel,Automatic,Second_Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7,N
3613,Maruti,2016,320000,50000,Burlington,Petrol,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,N
3614,Maruti,2012,400000,129000,Springfield,Diesel,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N
3615,Mahindra,2015,900000,100000,Inglewood,Diesel,Automatic,Second_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
3616,Maruti,2018,310000,30000,Huntington Beach,Petrol,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N
3617,Tata,2018,595000,28000,Immokalee,Petrol,Manual,Second_Owner,17,1198,108.5,170Nm@ 1750-4000rpm,5,N
3618,Maruti,2017,800000,60000,Immokalee,Diesel,Manual,First_Owner,23.65,1248,88.5,200Nm@ 1750rpm,5,N
3619,Mahindra,2013,350000,70000,Immokalee,Petrol,Manual,First_Owner,13.87,1598,86,128Nm@ 3100rpm,5,N
3620,Tata,2013,275000,110000,Biddeford,Diesel,Manual,First_Owner,19.1,1405,70,135.4Nm@ 2500rpm,5,N
3621,Maruti,2019,420000,10000,Torrington,Petrol,Manual,First_Owner,15.37,1196,73,101Nm@ 3000rpm,5,N
3622,Hyundai,2008,250000,110000,Biddeford,Diesel,Manual,Second_Owner,18.1,1493,110,"24@ 1,900-2,750(kgm@ rpm)",5,N
3623,Maruti,2007,250000,100000,Huntington Beach,Diesel,Manual,Second_Owner,17.8,1248,75,190Nm@ 2000rpm,5,N
3624,Mahindra,2008,290000,120000,Inglewood,Diesel,Manual,Second_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,N
3625,Hyundai,2016,525000,60000,Inglewood,Petrol,Automatic,First_Owner,16.9,1197,82,114Nm@ 4000rpm,5,N
3626,Mahindra,2008,250000,110000,Londonderry,Diesel,Manual,Third_Owner,10.5,2609,120,290Nm@ 1800-2800rpm,7,N
3628,Maruti,2017,430000,10000,Hopatcong,Petrol,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
3629,Maruti,2017,630000,35000,Commerce City,Petrol,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
3630,Tata,2018,550000,23000,Commerce City,Petrol,Manual,First_Owner,20.3,1199,84,114Nm@ 3500rpm,5,N
3631,Maruti,2019,630000,15000,Colorado Springs,Diesel,Manual,Second_Owner,28.4,1248,74,190Nm@ 2000rpm,5,N
3632,Mahindra,2018,850000,20000,Commerce City,Diesel,Manual,First_Owner,18.49,2179,120,280Nm@ 1800-2800rpm,9,N
3633,Mahindra,2011,455000,90000,Commerce City,Diesel,Manual,First_Owner,13.6,2523,63,180 Nm at 1440-1500rpm,7,N
3634,Mahindra,2011,445000,90000,Denver,Diesel,Manual,First_Owner,13.6,2523,63,180 Nm at 1440-1500rpm,7,N
3635,Hyundai,2013,370000,80000,Colorado Springs,Diesel,Manual,First_Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5,N
3636,Hyundai,2016,500000,50000,Colorado Springs,Petrol,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,N
3638,Tata,2012,140000,185000,Colorado Springs,Diesel,Manual,Second_Owner,19.4,1405,70,135.4Nm@ 2500rpm,5,N
3639,Maruti,2019,550000,40000,Denver,Petrol,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,N
3640,Renault,2017,300000,30000,Denver,Petrol,Manual,First_Owner,23.01,999,67,91Nm@ 4250rpm,5,N
3641,Tata,2011,150000,120000,Denver,Diesel,Manual,First_Owner,23.03,1396,69,140Nm@ 1800-3000rpm,5,N
3642,Maruti,2011,229999,500000,Denver,Petrol,Manual,Second_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N
3643,Mahindra,2017,880000,46000,Colorado Springs,Diesel,Manual,First_Owner,15.4,2179,120,280Nm@ 1800-2800rpm,7,N
3644,Toyota,2011,900000,120000,Denver,Diesel,Manual,First_Owner,11.5,2982,171,343Nm@ 1400-3400rpm,7,N
3645,Mahindra,2015,720000,80000,Denver,Diesel,Manual,First_Owner,15.4,2523,75,200Nm@ 1400-2200rpm,9,N
3646,Hyundai,2016,550000,90000,Schererville,Diesel,Manual,Second_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3647,Mahindra,2015,720000,90000,Schererville,Diesel,Manual,First_Owner,15.4,2523,75,200Nm@ 1400-2200rpm,9,N
3649,Maruti,2016,535000,70000,Schererville,Diesel,Manual,First_Owner,25.2,1248,74,190Nm@ 2000rpm,5,N
3650,Hyundai,2015,320000,91000,Richmond,Diesel,Manual,Third_Owner,24.4,1120,71,180.4Nm@ 1750-2500rpm,5,N
3651,Hyundai,2015,500000,90000,Richmond,Diesel,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3652,Maruti,2014,525000,110000,Schererville,Diesel,Manual,Second_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,N
3653,Renault,2019,220000,90000,Schererville,Petrol,Manual,First_Owner,23.01,999,67,91Nm@ 4250rpm,5,N
3654,Tata,2018,350000,50000,Schererville,Petrol,Manual,First_Owner,23.84,1199,84,114Nm@ 3500rpm,5,N
3655,Mahindra,2016,530000,60000,Schererville,Diesel,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,N
3656,Maruti,2013,215000,35000,Boston,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
3657,Volkswagen,2012,335000,100000,Morristown,Diesel,Manual,First_Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,N
3658,Hyundai,2015,320000,90000,El Dorado Hills,Diesel,Manual,Second_Owner,24.4,1120,71,180.4Nm@ 1750-2500rpm,5,N
3659,Ford,2011,135000,120000,Stoneham,Diesel,Manual,Second_Owner,20,1399,68,160Nm@ 2000rpm,5,N
3660,Maruti,2009,175000,95000,Stratford,Petrol,Manual,Second_Owner,19,998,66.1,90Nm@ 3500rpm,5,N
3661,Mahindra,2017,800000,35000,El Centro,Diesel,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
3662,Tata,2007,78000,38000,El Dorado Hills,Petrol,Manual,Second_Owner,15.3,1193,65.3,102Nm@ 2600rpm,5,N
3663,Honda,2014,565000,56000,El Dorado Hills,Petrol,Manual,Second_Owner,17.4,1497,117.3,145Nm@ 4600rpm,5,N
3664,Hyundai,2017,575000,50000,Dover,Diesel,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
3665,Hyundai,2014,170000,70000,Millville,Petrol,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
3666,Maruti,2014,250999,30000,Augusta,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
3667,Mahindra,2015,950000,188000,Plymouth,Diesel,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
